Item Category,Item Name,Item Quality,StatTrak?,Souvenir?,Item Exterior,Lowest Listing Price ($),Steam Market Link 
Survival Knife,Stained,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29
Survival Knife,Stained,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Stained%20%28Field-Tested%29
Survival Knife,Stained,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Stained%20%28Well-Worn%29
Survival Knife,Stained,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Stained%20%28Battle-Scarred%29
Survival Knife,Stained,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Stained%20%28Factory%20New%29
Survival Knife,Stained,Covert Knife,False,False,Minimal Wear,$205.51,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29
Survival Knife,Stained,Covert Knife,False,False,Field-Tested,$163.59,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Stained%20%28Field-Tested%29
Survival Knife,Stained,Covert Knife,False,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Stained%20%28Well-Worn%29
Survival Knife,Stained,Covert Knife,False,False,Battle-Scarred,$217.62,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Stained%20%28Battle-Scarred%29
Survival Knife,Forest DDPAT,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Factory%20New%29
Survival Knife,Forest DDPAT,Covert Knife,True,False,Minimal Wear,$249.98,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Minimal%20Wear%29
Survival Knife,Forest DDPAT,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29
Survival Knife,Forest DDPAT,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Well-Worn%29
Survival Knife,Forest DDPAT,Covert Knife,True,False,Battle-Scarred,$183.51,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29
Survival Knife,Forest DDPAT,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Factory%20New%29
Survival Knife,Forest DDPAT,Covert Knife,False,False,Minimal Wear,$248.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Minimal%20Wear%29
Survival Knife,Forest DDPAT,Covert Knife,False,False,Field-Tested,$142.97,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29
Survival Knife,Forest DDPAT,Covert Knife,False,False,Well-Worn,$151.22,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Well-Worn%29
Survival Knife,Forest DDPAT,Covert Knife,False,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29
Survival Knife,Urban Masked,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Factory%20New%29
Survival Knife,Urban Masked,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Minimal%20Wear%29
Survival Knife,Urban Masked,Covert Knife,True,False,Field-Tested,$158.73,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29
Survival Knife,Urban Masked,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Well-Worn%29
Survival Knife,Urban Masked,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Battle-Scarred%29
Survival Knife,Urban Masked,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Factory%20New%29
Survival Knife,Urban Masked,Covert Knife,False,False,Minimal Wear,$193.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Minimal%20Wear%29
Survival Knife,Urban Masked,Covert Knife,False,False,Field-Tested,$141.95,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29
Survival Knife,Urban Masked,Covert Knife,False,False,Well-Worn,$162.33,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Well-Worn%29
Survival Knife,Urban Masked,Covert Knife,False,False,Battle-Scarred,$216.33,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Battle-Scarred%29
Survival Knife,Boreal Forest,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Factory%20New%29
Survival Knife,Boreal Forest,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29
Survival Knife,Boreal Forest,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29
Survival Knife,Boreal Forest,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Well-Worn%29
Survival Knife,Boreal Forest,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29
Survival Knife,Boreal Forest,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Factory%20New%29
Survival Knife,Boreal Forest,Covert Knife,False,False,Minimal Wear,$211.44,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29
Survival Knife,Boreal Forest,Covert Knife,False,False,Field-Tested,$160.73,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29
Survival Knife,Boreal Forest,Covert Knife,False,False,Well-Worn,$149.61,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Well-Worn%29
Survival Knife,Boreal Forest,Covert Knife,False,False,Battle-Scarred,$146.81,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29
Survival Knife,Safari Mesh,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Factory%20New%29
Survival Knife,Safari Mesh,Covert Knife,True,False,Minimal Wear,$162.15,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29
Survival Knife,Safari Mesh,Covert Knife,True,False,Field-Tested,$170.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29
Survival Knife,Safari Mesh,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Well-Worn%29
Survival Knife,Safari Mesh,Covert Knife,True,False,Battle-Scarred,$153.68,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29
Survival Knife,Safari Mesh,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Factory%20New%29
Survival Knife,Safari Mesh,Covert Knife,False,False,Minimal Wear,$156.72,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29
Survival Knife,Safari Mesh,Covert Knife,False,False,Field-Tested,$130.59,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29
Survival Knife,Safari Mesh,Covert Knife,False,False,Well-Worn,$181.86,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Well-Worn%29
Survival Knife,Safari Mesh,Covert Knife,False,False,Battle-Scarred,$130.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29
Paracord Knife,Vanilla,Covert Knife,True,False,Vanilla,$549.85,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife
Paracord Knife,Vanilla,Covert Knife,False,False,Vanilla,$465.10,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife
Paracord Knife,Fade,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Fade%20%28Factory%20New%29
Paracord Knife,Fade,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Fade%20%28Minimal%20Wear%29
Paracord Knife,Fade,Covert Knife,False,False,Factory New,"$1,076.00",https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Fade%20%28Factory%20New%29
Paracord Knife,Fade,Covert Knife,False,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Fade%20%28Minimal%20Wear%29
Paracord Knife,Slaughter,Covert Knife,True,False,Factory New,$984.83,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Slaughter%20%28Factory%20New%29
Paracord Knife,Slaughter,Covert Knife,True,False,Minimal Wear,$651.33,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29
Paracord Knife,Slaughter,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Slaughter%20%28Field-Tested%29
Paracord Knife,Slaughter,Covert Knife,False,False,Factory New,$690.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Slaughter%20%28Factory%20New%29
Paracord Knife,Slaughter,Covert Knife,False,False,Minimal Wear,$605.32,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29
Paracord Knife,Slaughter,Covert Knife,False,False,Field-Tested,$900.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Slaughter%20%28Field-Tested%29
Paracord Knife,Crimson Web,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Factory%20New%29
Paracord Knife,Crimson Web,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29
Paracord Knife,Crimson Web,Covert Knife,True,False,Field-Tested,$499.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29
Paracord Knife,Crimson Web,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Well-Worn%29
Paracord Knife,Crimson Web,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Battle-Scarred%29
Paracord Knife,Crimson Web,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Factory%20New%29
Paracord Knife,Crimson Web,Covert Knife,False,False,Minimal Wear,"$1,126.14",https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29
Paracord Knife,Crimson Web,Covert Knife,False,False,Field-Tested,$539.50,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29
Paracord Knife,Crimson Web,Covert Knife,False,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Well-Worn%29
Paracord Knife,Crimson Web,Covert Knife,False,False,Battle-Scarred,$312.82,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Crimson%20Web%20%28Battle-Scarred%29
Paracord Knife,Case Hardened,Covert Knife,True,False,Factory New,"$1,226.93",https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Factory%20New%29
Paracord Knife,Case Hardened,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Minimal%20Wear%29
Paracord Knife,Case Hardened,Covert Knife,True,False,Field-Tested,$379.85,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Field-Tested%29
Paracord Knife,Case Hardened,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Well-Worn%29
Paracord Knife,Case Hardened,Covert Knife,True,False,Battle-Scarred,$365.10,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Battle-Scarred%29
Paracord Knife,Case Hardened,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Factory%20New%29
Paracord Knife,Case Hardened,Covert Knife,False,False,Minimal Wear,$408.03,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Minimal%20Wear%29
Paracord Knife,Case Hardened,Covert Knife,False,False,Field-Tested,$579.87,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Field-Tested%29
Paracord Knife,Case Hardened,Covert Knife,False,False,Well-Worn,$291.06,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Well-Worn%29
Paracord Knife,Case Hardened,Covert Knife,False,False,Battle-Scarred,$286.36,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Case%20Hardened%20%28Battle-Scarred%29
Paracord Knife,Blue Steel,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Factory%20New%29
Paracord Knife,Blue Steel,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29
Paracord Knife,Blue Steel,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Field-Tested%29
Paracord Knife,Blue Steel,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Well-Worn%29
Paracord Knife,Blue Steel,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29
Paracord Knife,Blue Steel,Covert Knife,False,False,Factory New,"$1,199.00",https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Factory%20New%29
Paracord Knife,Blue Steel,Covert Knife,False,False,Minimal Wear,$422.40,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29
Paracord Knife,Blue Steel,Covert Knife,False,False,Field-Tested,$259.94,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Field-Tested%29
Paracord Knife,Blue Steel,Covert Knife,False,False,Well-Worn,$250.26,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Well-Worn%29
Paracord Knife,Blue Steel,Covert Knife,False,False,Battle-Scarred,$276.51,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29
Paracord Knife,Stained,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Stained%20%28Factory%20New%29
Paracord Knife,Stained,Covert Knife,True,False,Minimal Wear,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29
Paracord Knife,Stained,Covert Knife,True,False,Field-Tested,$292.44,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Stained%20%28Field-Tested%29
Paracord Knife,Stained,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Stained%20%28Well-Worn%29
Paracord Knife,Stained,Covert Knife,True,False,Battle-Scarred,$435.34,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Stained%20%28Battle-Scarred%29
Paracord Knife,Stained,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Factory%20New%29
Paracord Knife,Stained,Covert Knife,False,False,Minimal Wear,$290.79,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29
Paracord Knife,Stained,Covert Knife,False,False,Field-Tested,$248.77,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Field-Tested%29
Paracord Knife,Stained,Covert Knife,False,False,Well-Worn,$191.45,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Well-Worn%29
Paracord Knife,Stained,Covert Knife,False,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Battle-Scarred%29
Paracord Knife,Forest DDPAT,Covert Knife,True,False,Factory New,$743.28,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Factory%20New%29
Paracord Knife,Forest DDPAT,Covert Knife,True,False,Minimal Wear,$282.21,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Minimal%20Wear%29
Paracord Knife,Forest DDPAT,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29
Paracord Knife,Forest DDPAT,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Well-Worn%29
Paracord Knife,Forest DDPAT,Covert Knife,True,False,Battle-Scarred,$169.78,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29
Paracord Knife,Forest DDPAT,Covert Knife,False,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Factory%20New%29
Paracord Knife,Forest DDPAT,Covert Knife,False,False,Minimal Wear,$246.03,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Minimal%20Wear%29
Paracord Knife,Forest DDPAT,Covert Knife,False,False,Field-Tested,$158.10,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29
Paracord Knife,Forest DDPAT,Covert Knife,False,False,Well-Worn,$213.70,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Well-Worn%29
Paracord Knife,Forest DDPAT,Covert Knife,False,False,Battle-Scarred,$162.24,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29
Paracord Knife,Boreal Forest,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Factory%20New%29
Paracord Knife,Boreal Forest,Covert Knife,True,False,Minimal Wear,$282.53,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29
Paracord Knife,Boreal Forest,Covert Knife,True,False,Field-Tested,$209.42,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29
Paracord Knife,Boreal Forest,Covert Knife,True,False,Well-Worn,$212.77,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Well-Worn%29
Paracord Knife,Boreal Forest,Covert Knife,True,False,Battle-Scarred,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29
Paracord Knife,Boreal Forest,Covert Knife,False,False,Factory New,$548.86,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Factory%20New%29
Paracord Knife,Boreal Forest,Covert Knife,False,False,Minimal Wear,$407.70,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29
Paracord Knife,Boreal Forest,Covert Knife,False,False,Field-Tested,$193.94,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29
Paracord Knife,Boreal Forest,Covert Knife,False,False,Well-Worn,$204.03,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Well-Worn%29
Paracord Knife,Boreal Forest,Covert Knife,False,False,Battle-Scarred,$191.45,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29
Paracord Knife,Night Stripe,Covert Knife,True,False,Factory New,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Night%20Stripe%20%28Factory%20New%29
Paracord Knife,Night Stripe,Covert Knife,True,False,Minimal Wear,$333.21,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Night%20Stripe%20%28Minimal%20Wear%29
Paracord Knife,Night Stripe,Covert Knife,True,False,Field-Tested,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Night%20Stripe%20%28Field-Tested%29
Paracord Knife,Night Stripe,Covert Knife,True,False,Well-Worn,No Recent Price,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Night%20Stripe%20%28Well-Worn%29
Paracord Knife,Night Stripe,Covert Knife,True,False,Battle-Scarred,$233.00,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Paracord%20Knife%20%7C%20Night%20Stripe%20%28Battle-Scarred%29
